46.47	1.62	23.72	0.33	8.659
46.63	2.07	24.3	0.39	8.647
46.9	1.53	24.2	0.42	8.782
47.27	1.52	24.12	0.41	9.054
48	1.79	24.69	0.45	9.129
48.82	1.34	23.95	0.52	9.045
52	1.48	23.77	0.44	9.147
52.03	1.74	24.07	0.53	8.98
53.65	1.74	24.22	0.58	8.733
53.85	1.48	24.33	0.51	8.981
57.96	1.98	23.72	0.47	8.953
59.23	1.62	23.35	0.48	8.84
59.33	1.44	23.77	0.44	8.983
62.39	1.98	23.66	0.41	9.115
63.46	1.73	24.25	0.34	8.619
63.84	2.1	23.98	0.28	8.623
67.41	1.62	23.9	0.38	8.659
69.59	1.73	23.56	0.22	8.576
69.61	1.7	23.43	0.4	8.871
75.16	1.63	23.42	0.19	8.734
77.54	1.43	23.67	0.35	8.758
16.18	0.92	25.72	0.58	8.831
18.24	1	25.05	0.54	8.972
20.6	1.13	26.8	0.58	8.93
21.01	1.17	25.79	0.6	8.914
22.98	0.99	25.64	0.29	8.665
23.95	1.22	25.3	0.46	8.968
26.78	1.18	25.49	0.37	8.875
31.09	0.93	25.57	0.53	9.197
31.68	0.87	24.54	0.5	9.045
33.18	1.06	24.83	0.31	9.007
35.31	1.49	25.65	0.31	8.945
36.38	1.27	25.35	0.3	8.936
35.34	0.84	25.23	0.43	9.166
39.41	1.18	25.02	0.31	8.895
39.83	1.24	26.08	0.43	8.964
44.28	0.58	25.06	0.24	8.869
56.24	1.32	24.65	0.53	9.089
58.08	0.9	24.31	0.24	8.842
24.06	1.39	24.84	0.43	8.777
24.08	1.12	25.68	0.56	8.929
24.62	1.05	25.44	0.25	8.447
24.89	1.04	25.39	0.22	8.597
25.38	0.83	25.1	0.66	8.96
25.41	1.4	24.53	0.38	8.782
26.39	1.25	25.19	0.27	8.673
26.63	1.18	25.7	0.32	8.709
26.67	1.2	25.22	0.45	8.798
26.81	1.2	25.47	0.3	8.565
28.49	1.24	25.05	0.28	8.631
28.99	1.31	25.09	0.34	8.809
29.52	1.03	25.65	0.24	8.607
30.03	1.09	24.55	0.53	8.943
30.14	0.98	25.28	0.55	8.894
30.31	1.42	24.98	0.21	8.542
30.38	1.26	25.35	0.38	8.838
31.2	1.35	24.73	0.33	8.636
31.31	1.17	25.04	0.54	8.906
31.37	1.04	25.47	0.24	8.72
31.47	1.15	25.34	0.26	8.713
32.79	1.25	24.57	0.37	8.887
34.07	1.19	24.16	0.59	8.957
34.34	0.9	24.6	0.7	9.048
34.64	1.18	23.95	0.36	9.022
34.97	1.22	24.98	0.48	8.979
35.06	1.33	24.96	0.28	8.697
35.25	1.28	24.61	0.27	8.737
35.27	1.12	24.81	0.21	8.561
35.72	1.02	24.62	0.21	8.576
35.73	1.14	24.68	0.24	8.686
36.46	1.21	24.92	0.39	8.8
36.61	1.19	25.15	0.21	8.497
37.46	1.18	25.12	0.25	8.775
38.36	1.25	24.55	0.31	8.757
38.57	0.95	24.62	0.24	8.811
38.77	1.21	24.33	0.26	8.768
39.22	1.03	24.67	0.26	8.732
39.76	1.29	24.33	0.48	8.915
40.49	0.99	24.47	0.4	8.898
40.97	1.36	24.95	0.45	8.921
41.22	1.21	24.49	0.49	8.932
44.28	1.29	24.09	0.29	8.866
44.37	1.13	24.68	0.43	9.097
42.91	1.36	23.93	0.32	8.836
45.37	1.29	24.65	0.47	8.864
46.56	1.23	24.7	0.2	8.606
47.66	1.11	24.25	0.24	8.909
49.43	1.19	24.7	0.32	8.793
49.69	1.26	24.44	0.23	8.753
54.11	1.16	24.38	0.22	8.759
55.27	1.14	24.75	0.35	8.914
61.76	1.25	23.8	0.19	8.737
61.8	1.12	24.12	0.26	8.845
66.91	0.92	23.71	0.19	8.642
67.43	1.49	23.83	0.21	8.646
67.74	1.48	23.77	0.51	9.061
68.99	1.19	23.58	0.19	8.843
72.83	1.07	23.66	0.3	8.939
75.49	1.29	23.58	0.22	8.888
84.92	1.12	23.94	0.3	9.029
88.17	1	23.74	0.18	8.756
96.1	1.23	23.51	0.21	8.798
20.06	0.92	24.91	0.44	8.647
20.3	0.85	25.68	0.42	8.877
20.32	0.88	25.14	0.26	8.706
20.42	1.35	26.25	0.46	8.497
20.55	0.94	25.23	0.5	8.757
20.7	0.79	25.59	0.42	8.896
20.82	1.09	24.69	0.48	8.788
21.12	1.05	25.54	0.25	8.688
22.08	0.65	25.33	0.31	8.547
22.36	1.01	24.87	0.22	8.71
22.49	0.59	25.32	0.26	8.709
22.53	1.44	24.61	0.47	8.751
22.83	0.74	25.06	0.22	8.703
22.98	0.85	25.13	0.25	8.908
23.11	1.23	25.18	0.21	8.716
23.15	1.02	24.86	0.31	8.746
24.18	1.05	25.66	0.28	8.735
24.19	0.56	25.75	0.39	8.735
24.2	1.22	25.65	0.33	8.752
24.35	0.98	25.59	0.31	8.729
24.44	1.3	25.31	0.31	8.561
24.49	1.15	25.46	0.39	8.717
24.78	1.11	25.06	0.19	8.566
25.4	1.17	24.39	0.58	8.572
25.52	0.9	24.54	0.66	8.779
25.75	0.67	25.13	0.26	8.743
26.4	1.09	24.88	0.25	8.9
27.11	0.98	25.55	0.32	8.653
27.32	0.71	24.94	0.58	8.786
27.37	0.79	24.65	0.41	8.641
27.72	1.13	25.54	0.39	8.756
27.87	1.42	25.17	0.63	8.702
28.75	1.12	25.22	0.14	8.896
29.19	0.81	25	0.22	8.521
29.31	0.96	25.67	0.35	8.769
29.67	1.08	24.76	0.23	8.651
29.99	0.85	24.49	0.22	8.791
30	1.03	25.21	0.28	8.793
30.41	0.95	25.52	0.42	8.758
30.53	0.78	24.92	0.2	8.577
30.93	0.75	25.19	0.3	8.87
31.65	1.1	24.83	0.19	8.623
32.02	0.72	24.33	0.24	8.733
32.18	0.7	24.66	0.19	8.634
32.24	1.11	24.88	0.35	8.736
32.86	1.12	24.34	0.24	8.67
33.24	0.94	24.93	0.27	8.55
33.86	1.57	24.95	0.32	8.736
34.22	1.25	24.34	0.32	8.551
35.37	1.16	24.93	0.2	8.623
35.38	1.01	24.44	0.27	8.776
35.69	1.57	24.79	0.28	8.859
36.01	1.19	24.4	0.18	8.721
36.03	1.08	24.27	0.2	8.922
36.23	0.7	24.37	0.23	8.746
36.75	1.09	24.41	0.14	8.611
36.98	1.11	24.79	0.17	8.555
37.72	0.88	24.52	0.15	8.814
38.74	0.83	24.14	0.17	8.733
39.23	1.18	24.56	0.24	8.757
39.53	0.92	24.24	0.17	8.773
39.6	0.91	24.27	0.15	8.805
40.1	0.76	24.22	0.26	8.604
40.54	1.52	24.51	0.16	8.821
43.23	1.16	23.93	0.31	8.759
44.64	1.41	24.16	0.18	8.778
45.57	0.95	24.06	0.12	8.703
46.1	1.08	24.05	0.27	8.789
47.09	1.01	24.54	0.22	8.632
48.41	1.32	24.28	0.26	8.765
49.31	0.89	24.45	0.19	8.754
60.59	0.85	24.04	0.11	8.722
60.76	1.24	23.69	0.2	8.542
63.12	1.18	23.46	0.16	8.799
63.76	1.07	23.82	0.25	8.594
64.35	1.23	23.73	0.15	8.844
64.36	1.05	23.62	0.2	8.56
70.59	0.93	23.86	0.13	8.652
71.61	1.37	23.56	0.17	8.553
72.5	1.13	23.74	0.18	8.561
